order_id,product_name,category,quantity,unit_price,discount_percent,region,sale_date,customer_email,revenue
ORD_004299,Sunglasses,Fashion,1,118.67,0.2307,East,2023-12-01 00:00:00,customer_004299@example.com,91.29
ORD_001218,Smartphone,Electronics,1,1063.97,0.1516,North,2023-01-17 00:00:00,customer_001218@example.com,902.64
ORD_001779,Watch,Fashion,2,36.23,0.0502,West,2023-02-18 00:00:00,customer_001779@example.com,68.81
ORD_000589,Laptop,Electronics,2,1455.12,0.2033,South,2023-04-23 00:00:00,customer_000589@example.com,2318.59
ORD_004960,Headphones,Electronics,1,132.03,0.2256,South,2023-05-11 00:00:00,customer_004960@example.com,102.25
ORD_001456,Tablet,Electronics,2,681.86,0.1526,West,2023-06-05 00:00:00,customer_001456@example.com,1155.63
ORD_001708,Smart Watch,tech,6,145.33,0.1758,West,2023-01-16 00:00:00,customer_001708@example.com,718.66
ORD_000125,Monitor,Electronics,,170.74,0.2474,South,2023-06-01 00:00:00,customer_000125@example.com,513.99
ORD_005107,Jacket,Fashion,7,184.68,0.1562,North,2023-08-07 00:00:00,customer_005107@example.com,1090.82
ORD_003552,Cookware Set,Home Goods,3,280.22,0.0086,East,2023-09-01 00:00:00,customer_003552@example.com,833.43
ORD_001466,Headphones,elec,1,175.69,0.1156,West,2023-03-02 00:00:00,customer_001466@example.com,155.38
ORD_000471,SMART WATCH,Electronics,2,234.83,0.1814,South,2023-04-01 00:00:00,customer_000471@example.com,384.47
ORD_001018,Vacuum Cleaner,Home Goods,5,373.56,0.1421,South,2023-05-21 00:00:00,user@domain,1602.28
ORD_003710,Tablet,Electronics,5,660.26,0.1501,West,2023-07-04 00:00:00,customer_003710@example.com,2805.86
ORD_000694,Sunglasses,Fashion,1,175.24,0.2248,South,2023-02-27 00:00:00,customer_000694@example.com,135.85
ORD_000680,Bed Sheets,Home Goods,4,123.96,0.122,North,2023-05-11 00:00:00,,435.34
ORD_000640,Towel Set,Home Goods,1,,0.2086,South,2023-03-04 00:00:00,customer_000640@example.com,21.73
ORD_000743,Smartphone,Electronics,3,796.91,0.0758,western,2023-03-23 00:00:00,customer_000743@example.com,2209.52
ORD_000834,Kitchen Knife Set,Home Goods,1,64.58,0.1572,South,2023-01-17 00:00:00,customer_000834@example.com,54.43
