order_id,product_name,category,quantity,unit_price,discount_percent,region,sale_date,customer_email,revenue
ORD_000000,Lamp,Home Goods,1,86.26,0.1111,North,2023-08-12 00:00:00,customer_000000@example.com,76.68
ORD_000001,Watch,Fashion,1,288.4,0.0558,East,2023-03-26 00:00:00,customer_000001@example.com,272.32
ORD_000002,Laptop,Electronics,5,1504.27,0.095,East,2023-02-15 00:00:00,customer_000002@example.com,6806.93
ORD_000003,Storage Box,Home Goods,2,31.96,0.1306,North,2023-05-02 00:00:00,customer_000003@example.com,55.572047999999995
ORD_000004,Tablet,Electronics,9,540.03,0.1674,South,2023-09-09 00:00:00,customer_000004@example.com,4046.76
ORD_000005,Shoes,Fashion,1,252.64,0.1365,West,2023-03-19 00:00:00,customer_000005@example.com,218.16
ORD_000006,Towel Set,Home Goods,2,70.09,0.1153,East,2023-01-18 00:00:00,customer_000006@example.com,124.02
ORD_000007,Tablet,Electronics,2,494.47,0.0211,East,2023-01-14 00:00:00,customer_000007@example.com,968.05
ORD_000008,Laptop,Electronics,3,1262.31,0.0015,South,2023-01-05 00:00:00,customer_000008@example.com,3781.17
ORD_000009,T-Shirt,Fashion,2,51.68,0.0281,East,2023-02-07 00:00:00,customer_000009@example.com,100.46
ORD_000010,Towel Set,Home Goods,1,52.92,0.1443,North,2023-06-25 00:00:00,customer_000010@example.com,45.28
ORD_000011,Lamp,Home Goods,1,58.75,0.1994,South,2023-12-01 00:00:00,customer_000011@example.com,47.03
ORD_000012,Dress,Fashion,1,43.36,0.1025,South,2023-03-11 00:00:00,customer_000012@example.com,38.92
ORD_000013,Tablet,Electronics,1,344.17,0.1002,North,2023-01-31 00:00:00,customer_000013@example.com,309.68
ORD_000014,Bed Sheets,Home Goods,2,90.07,0.1503,South,2023-01-18 00:00:00,customer_000014@example.com,153.06
ORD_000015,Kitchen Knife Set,Home Goods,1,145.1,0.1017,West,2023-05-09 00:00:00,customer_000015@example.com,130.34
ORD_000016,Camera,Electronics,1,2405.87,0.1639,South,2023-04-27 00:00:00,customer_000016@example.com,2011.45
ORD_000017,T-Shirt,Fashion,4,45.67,0.1426,North,2023-04-10 00:00:00,customer_000017@example.com,156.629832
ORD_000018,Bed Sheets,Home Goods,1,147.06,0.0783,West,2023-02-22 00:00:00,customer_000018@example.com,135.55
ORD_000019,Laptop,Electronics,1,753.51,0.0732,North,2023-04-27 00:00:00,customer_000019@example.com,698.33
ORD_000020,Smart Watch,Electronics,9,296.52,0.1146,North,2023-11-21 00:00:00,customer_000020@example.com,2362.85
ORD_000021,Handbag,Fashion,1,341.26,0.0447,West,2023-04-25 00:00:00,customer_000021@example.com,326.0
ORD_000022,Smartphone,Electronics,1,983.21,0.1695,North,2023-03-03 00:00:00,customer_000022@example.com,816.55
ORD_000023,Jeans,Fashion,2,70.53,0.1156,North,2023-01-13 00:00:00,customer_000023@example.com,124.76
ORD_000024,Headphones,Electronics,1,354.44,0.1163,South,2023-02-10 00:00:00,customer_000024@example.com,313.2
ORD_000025,Smart Watch,Electronics,2,343.54,0.1037,East,2023-02-11 00:00:00,customer_000025@example.com,615.84
ORD_000026,Camera,Electronics,3,412.41,0.1104,North,2023-01-19 00:00:00,customer_000026@example.com,1100.63
ORD_000027,Jeans,Fashion,4,80.23,0.1622,North,2023-02-16 00:00:00,customer_000027@example.com,268.87
ORD_000028,Jacket,Fashion,8,82.73,0.0069,East,2023-01-25 00:00:00,customer_000028@example.com,657.27
