order_id,product_name,category,quantity,unit_price,discount_percent,region,sale_date,customer_email,revenue
ORD_000000,Laptop,Electronics,2,1628.07,0.0562,South,2023-02-18 00:00:00,customer_000000@example.com,3073.18
ORD_000001,Camera,Electronics,2,993.97,0.1851,South,2023-04-11 00:00:00,customer_000001@example.com,1620.07
ORD_000002,Bed Sheets,Home Goods,1,101.89,0.09,North,2023-10-03 00:00:00,customer_000002@example.com,92.72
ORD_000003,Bed Sheets,Home Goods,1,121.52,0.1322,North,2023-02-06 00:00:00,customer_000003@example.com,105.46
ORD_000004,Headphones,Electronics,2,214.37,0.1684,South,2023-11-21 00:00:00,customer_000004@example.com,356.55
ORD_000005,Tablet,Electronics,2,738.53,0.0131,East,2023-01-01 00:00:00,customer_000005@example.com,1457.68
ORD_000006,Smart Watch,Electronics,1,263.43,0.1762,South,2023-02-11 00:00:00,customer_000006@example.com,217.02
ORD_000007,Shoes,Fashion,1,225.06,0.1965,North,2023-01-20 00:00:00,customer_000007@example.com,180.84
ORD_000008,Coffee Maker,Home Goods,1,75.19,0.168,South,2023-01-12 00:00:00,customer_000008@example.com,62.56
ORD_000009,Desktop Computer,Electronics,4,0.03138064046501936,0.1007,South,2023-01-04 00:00:00,customer_000009@example.com,0.11288243988076763
ORD_000010,Handbag,Fashion,1,168.72,0.1747,North,2023-02-25 00:00:00,customer_000010@example.com,139.26
ORD_000011,Shoes,Fashion,3,273.34,0.2472,South,2023-02-10 00:00:00,customer_000011@example.com,617.34
ORD_000012,Towel Set,Home Goods,1,57.62,0.206,South,2023-05-27 00:00:00,customer_000012@example.com,45.75
ORD_000013,Headphones,Electronics,1,303.87,0.122,South,2023-01-10 00:00:00,customer_000013@example.com,266.78
ORD_000014,Smartphone,Electronics,1,784.16,0.1698,South,2023-01-05 00:00:00,customer_000014@example.com,651.02
ORD_000015,Smartphone,Electronics,3,1113.9,0.1001,East,2023-01-13 00:00:00,customer_000015@example.com,3007.11
ORD_000016,T-Shirt,Fashion,100,30.79,0.0648,East,2023-01-31 00:00:00,customer_000016@example.com,2879.4808000000003
ORD_000017,T-Shirt,Fashion,1,74.52,0.1964,West,2023-05-12 00:00:00,customer_000017@example.com,59.88
ORD_000018,T-Shirt,Fashion,2,54.2,0.1325,North,2023-05-13 00:00:00,customer_000018@example.com,94.03
ORD_000019,Pillow,Home Goods,2,45.11,0.1659,North,2023-02-14 00:00:00,customer_000019@example.com,75.26
ORD_000020,Handbag,Fashion,1,163.76,0.061,South,2023-01-20 00:00:00,customer_000020@example.com,153.77
ORD_000021,Lamp,Home Goods,2,77.5,0.1225,South,2023-01-05 00:00:00,customer_000021@example.com,136.0
ORD_000022,Lamp,Home Goods,7,134.71,0.1244,West,2023-02-09 00:00:00,customer_000022@example.com,825.66
ORD_000023,Smartphone,Electronics,10,375.66,0.2475,South,2023-05-04 00:00:00,customer_000023@example.com,2826.79
ORD_000024,Watch,Fashion,1,447.12,0.1188,North,2023-01-10 00:00:00,customer_000024@example.com,393.98
ORD_000025,T-Shirt,Fashion,1,77.23,0.1606,South,2023-03-06 00:00:00,customer_000025@example.com,64.82
ORD_000026,Monitor,Electronics,1,442.99,0.2227,South,2023-04-27 00:00:00,customer_000026@example.com,344.33
ORD_000027,Sunglasses,Fashion,4,88.05,0.2735,South,2023-03-05 00:00:00,customer_000027@example.com,255.89
ORD_000028,Cookware Set,Home Goods,4,154.63,0.1279,South,2023-01-23 00:00:00,customer_000028@example.com,539.43
ORD_000029,Shoes,Fashion,1,54.44,0.0296,North,2023-01-01 00:00:00,customer_000029@example.com,52.82
ORD_000030,Lamp,Home Goods,2,123.26,0.1541,South,2023-02-22 00:00:00,customer_000030@example.com,208.54
ORD_000031,Pillow,Home Goods,2,39.25,0.0664,North,2023-01-17 00:00:00,customer_000031@example.com,73.3
ORD_000032,Desktop Computer,Electronics,3,2783.94,0.0763,South,2023-01-09 00:00:00,customer_000032@example.com,7714.63
ORD_000033,Belt,Fashion,2,17.38,0.0491,South,2023-01-04 00:00:00,customer_000033@example.com,33.05
ORD_000034,Jacket,Fashion,1,230.41,0.1357,North,2023-03-30 00:00:00,customer_000034@example.com,199.14
ORD_000035,Pillow,Home Goods,1,67.95,0.1789,South,2023-02-09 00:00:00,customer_000035@example.com,55.79
ORD_000036,Smartphone,Electronics,2,620.34,0.1097,West,2023-01-27 00:00:00,customer_000036@example.com,1104.64
ORD_000037,Jacket,Fashion,1,170.86,0.0192,South,2023-01-17 00:00:00,customer_000037@example.com,167.58
ORD_000038,T-Shirt,Fashion,1,46.92,0.1556,West,2023-01-08 00:00:00,customer_000038@example.com,39.62
ORD_000039,Vacuum Cleaner,Home Goods,4,420.82,0.0624,South,2023-05-08 00:00:00,customer_000039@example.com,1578.22
ORD_000040,Laptop,Electronics,1,1986.5,0.1344,East,2023-02-10 00:00:00,customer_000040@example.com,1719.54
ORD_000041,Laptop,Electronics,1,552.15,0.1544,North,2023-06-26 00:00:00,customer_000041@example.com,466.87
ORD_000042,T-Shirt,Fashion,1000,44.37,0.1075,North,2023-02-02 00:00:00,customer_000042@example.com,39600.225
ORD_000043,Storage Box,Home Goods,1,44.2,0.2197,South,2023-06-01 00:00:00,customer_000043@example.com,34.49
ORD_000044,Tablet,Electronics,2,330.7,0.1248,South,2023-12-22 00:00:00,customer_000044@example.com,578.88
ORD_000045,Laptop,Electronics,1,918.49,0.1333,South,2023-02-13 00:00:00,customer_000045@example.com,796.02
ORD_000046,Handbag,Fashion,3,266.9,0.0,East,2023-02-15 00:00:00,customer_000046@example.com,800.69
ORD_000047,Jeans,Fashion,3,149.39,0.0352,East,2023-04-08 00:00:00,customer_000047@example.com,432.39
ORD_000048,Towel Set,Home Goods,3,89.1,0.1573,West,2023-01-06 00:00:00,customer_000048@example.com,225.24
ORD_000049,Jacket,Fashion,1,184.91,0.1046,East,2023-01-06 00:00:00,customer_000049@example.com,165.56
ORD_000050,Laptop,Electronics,1000,1848.15,0.1634,South,2023-06-16 00:00:00,customer_000050@example.com,1546162.29
ORD_000051,Belt,Fashion,1,89.52,0.2,North,2023-04-18 00:00:00,customer_000051@example.com,71.62
ORD_000052,Dress,Fashion,1,182.46,0.2184,South,2023-04-29 00:00:00,customer_000052@example.com,142.61
ORD_000053,Storage Box,Home Goods,1,31.12,0.1622,North,2023-02-24 00:00:00,customer_000053@example.com,26.07
ORD_000054,Jeans,Fashion,1,31.17,0.3494,South,2023-11-13 00:00:00,customer_000054@example.com,20.28
ORD_000055,Shoes,Fashion,10,239.49,0.1354,West,2023-01-02 00:00:00,customer_000055@example.com,2070.76
ORD_000056,Jeans,Fashion,3,126.93,0.0558,South,2023-01-23 00:00:00,customer_000056@example.com,359.54
ORD_000057,Tablet,Electronics,2,682.73,0.1959,South,2023-06-02 00:00:00,customer_000057@example.com,1097.96
ORD_000058,Smartphone,Electronics,1,634.06,0.1138,North,2023-03-05 00:00:00,customer_000058@example.com,561.92
ORD_000059,T-Shirt,Fashion,6,71.14,0.0562,West,2023-01-01 00:00:00,customer_000059@example.com,402.88
ORD_000060,Headphones,Electronics,1,88.53,0.2325,West,2023-11-07 00:00:00,customer_000060@example.com,67.95
ORD_000061,Handbag,Fashion,5,71.64,0.1811,West,2023-01-09 00:00:00,customer_000061@example.com,293.34
